── compiling DNA → DSL → HypergraphIR workspace ──
  workspace: /workspace/brian/.neuro/arch/temp
  source:    dna=/workspace/brian/dna/evol/arch.dna
  IR:        43 nodes, 46 edges
════════════════════════════════════════════════════════════════
  DNA-driven training loop (canonical pipeline)
  dna=./dna/evol/arch.dna  ->  workspace=/workspace/brian/.neuro/arch/temp  (arch=current)
  steps=10000 batch=16 seq_len=512 d_sem=384
  ckpt_dir=/workspace/brian/lfs_checkpoints
════════════════════════════════════════════════════════════════

▶ launch attempt 1 @ 09:29:25Z
[train_dsl] boot @ 2026-06-15T09:29:27Z
[train_dsl] git_commit 8d7140c95576e176846ae3ee53f64fc378448070 (master)
[train_dsl] arch_dsl_sha256 d8088094915a7d17413a3ed0cf428a309b4e32b60f1a6ff82b2a6619e70133d3 (/workspace/brian/.neuro/arch/temp)
[train_dsl] preset rcc_bowtie_30m_p4: d_model=384 depth=4 heads=6 vocab=50257 lr=0.0003 warmup=300 min_ratio=0.1 wd=0.05
[train_dsl] scale 30m_p4 (~30M): d_model=512 depth=8 heads=8 batch=1 ctx=512 grad_accum=4 dist=single
[train_dsl] DSL-LM (full N8 cortex): vocab=50257 d_model=512 depth=8 heads=8 ctx=512
[train_dsl] training config: loss_clip=True(f=3.0), opt=adamw, lr=0.0005, grad_accum=8, label_smooth=0.0, wd=0.01, dropout=0.0, pct_strength=0.0
[train_dsl] DSL-LM parameters: 889.6M
[train_dsl] LR schedule from arch.neuro (preset rcc_bowtie_30m_p4 suppressed): lr=0.0005 wd=0.01 warmup=2400 min_ratio=0.1
[train_dsl] mixed precision: bf16
BRIANHarness:
  vocab_size = 50257
  d_sem      = 512
  parameters = 889,572,591
  circuit populations = 0
  sink population = 
  loss clipping = True (factor=3.0)
  optimizer = adamw (lr=0.0005)
[train_dsl] device=cuda, warmup=2400/10000
[train_dsl] skipping 15 LFS pointer file(s) in /workspace/brian/lfs_checkpoints
[train_dsl] ══════════════════════════════════════════════
[train_dsl] PR2 OOD interventions: dar=off pcc=off isotropy=off cmd=off adaptive_mixture=off
[train_dsl] ══════════════════════════════════════════════
[data:text] using FineWeb-Edu-10BT (HuggingFaceFW/fineweb-edu:sample-10BT)
[data:chat] using OpenHermes-2.5 (teknium/OpenHermes-2.5)
step    20 | loss 8.4056 | lm 5.6052 | ppl 271.8 | gnorm 10.381 | lr 4.17e-06 | 172 tok/s | Φ 0.889 | λ₁ 0.075 | ign 0.00 | mesoLG 0.51 | troph 8/8 μ0.83 | NT[DA=0.45 NE=0.07 5HT=0.34 ACh=0.20 eCB=0.05 Glu=0.39 GABA=0.08] | osc[δ=0.347 θ=0.319 γ=0.334] | em[C2:ρ=0.00/τ=0.47/s=0.00 C4:Q=0.4 W=1 pl=255 C3:pc=3.815 VBB:β=1.00 σ=0.0183 kl=25979.607 C5:lat=1.00 C6:pac=0.00] | cortex[α_eff=0.500 inh=0.000 λ=0.631 kl=-0.076 lm_ema=10.84 cx_ema=3.51] | hpa[load=0.04 cort=0.00 NE×1.00 T×1.00 LR×1.00]
step   240 | loss 8.0119 | lm 5.9569 | ppl 386.4 | gnorm 9.953 | lr 4.84e-05 | 2372 tok/s | Φ 0.893 | λ₁ 0.075 | ign 0.70 | mesoLG 0.49 | troph 8/8 μ1.20 | NT[DA=0.15 NE=0.11 5HT=0.48 ACh=0.20 eCB=0.04 Glu=0.31 GABA=0.09] | osc[δ=0.361 θ=0.286 γ=0.354] | em[C2:ρ=0.09/τ=0.24/s=0.70 C4:Q=-0.5 W=1 pl=255 C3:pc=0.177 VBB:β=1.00 σ=0.0189 kl=19987.559 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.500 inh=0.000 λ=0.863 kl=-0.139 lm_ema=10.77 cx_ema=3.86] | hpa[load=0.19 cort=0.06 NE×0.95 T×0.94 LR×0.97]
step   260 | loss 7.7450 | lm 5.8220 | ppl 337.7 | gnorm 11.687 | lr 5.42e-05 | 2248 tok/s | Φ 0.903 | λ₁ 0.075 | ign 0.71 | mesoLG 0.51 | troph 8/8 μ1.19 | NT[DA=0.20 NE=0.33 5HT=0.47 ACh=0.19 eCB=0.03 Glu=0.28 GABA=0.14] | osc[δ=0.336 θ=0.253 γ=0.411] | em[C2:ρ=0.16/τ=0.22/s=0.71 C4:Q=0.5 W=1 pl=255 C3:pc=0.180 VBB:β=1.00 σ=0.0191 kl=19668.217 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.500 inh=0.000 λ=0.889 kl=-0.138 lm_ema=10.75 cx_ema=3.81] | hpa[load=0.20 cort=0.07 NE×0.95 T×0.93 LR×0.97]
step   280 | loss 7.5089 | lm 5.6862 | ppl 294.8 | gnorm 11.618 | lr 5.61e-05 | 2283 tok/s | Φ 0.915 | λ₁ 0.075 | ign 0.71 | mesoLG 0.50 | troph 8/8 μ1.18 | NT[DA=0.25 NE=0.39 5HT=0.48 ACh=0.18 eCB=0.03 Glu=0.26 GABA=0.17] | osc[δ=0.408 θ=0.249 γ=0.343] | em[C2:ρ=0.25/τ=0.22/s=0.71 C4:Q=-0.5 W=1 pl=255 C3:pc=0.189 VBB:β=1.00 σ=0.0190 kl=20117.055 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.500 inh=0.000 λ=0.858 kl=-0.135 lm_ema=10.73 cx_ema=3.44] | hpa[load=0.20 cort=0.08 NE×0.95 T×0.92 LR×0.96]
step   300 | loss 7.3011 | lm 5.6557 | ppl 285.9 | gnorm 11.191 | lr 6.25e-05 | 2317 tok/s | Φ 0.925 | λ₁ 0.075 | ign 0.72 | mesoLG 0.47 | troph 8/8 μ1.17 | NT[DA=0.20 NE=0.28 5HT=0.48 ACh=0.17 eCB=0.02 Glu=0.23 GABA=0.16] | osc[δ=0.385 θ=0.245 γ=0.370] | em[C2:ρ=0.28/τ=0.23/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.200 VBB:β=1.00 σ=0.0193 kl=15031.348 C5:lat=1.68 C6:pac=0.01] | cortex[α_eff=0.500 inh=0.000 λ=0.764 kl=-0.135 lm_ema=10.72 cx_ema=3.58] | hpa[load=0.20 cort=0.08 NE×0.94 T×0.92 LR×0.96]
step   320 | loss 7.0864 | lm 5.5506 | ppl 257.4 | gnorm 9.292 | lr 6.37e-05 | 2331 tok/s | Φ 0.887 | λ₁ 0.075 | ign 0.72 | mesoLG 0.52 | troph 8/8 μ1.17 | NT[DA=0.28 NE=0.06 5HT=0.49 ACh=0.18 eCB=0.02 Glu=0.21 GABA=0.09] | osc[δ=0.459 θ=0.219 γ=0.321] | em[C2:ρ=0.22/τ=0.24/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.227 VBB:β=1.00 σ=0.0194 kl=15814.028 C5:lat=1.61 C6:pac=0.01] | cortex[α_eff=0.500 inh=0.000 λ=0.806 kl=-0.170 lm_ema=10.67 cx_ema=3.43] | hpa[load=0.20 cort=0.09 NE×0.94 T×0.91 LR×0.96]
step   340 | loss 6.8917 | lm 5.5982 | ppl 269.9 | gnorm 7.651 | lr 7.08e-05 | 2287 tok/s | Φ 0.863 | λ₁ 0.075 | ign 0.72 | mesoLG 0.51 | troph 8/8 μ1.17 | NT[DA=0.41 NE=0.02 5HT=0.51 ACh=0.20 eCB=0.02 Glu=0.18 GABA=0.05] | osc[δ=0.485 θ=0.215 γ=0.300] | em[C2:ρ=0.09/τ=0.23/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.260 VBB:β=1.00 σ=0.0193 kl=14127.249 C5:lat=1.00 C6:pac=0.00] | cortex[α_eff=0.500 inh=0.000 λ=0.881 kl=-0.141 lm_ema=10.65 cx_ema=3.32] | hpa[load=0.20 cort=0.09 NE×0.93 T×0.91 LR×0.95]
step   360 | loss 6.7531 | lm 5.5500 | ppl 257.2 | gnorm 8.064 | lr 7.13e-05 | 2099 tok/s | Φ 0.906 | λ₁ 0.075 | ign 0.72 | mesoLG 0.47 | troph 8/8 μ1.17 | NT[DA=0.25 NE=0.02 5HT=0.51 ACh=0.22 eCB=0.02 Glu=0.18 GABA=0.04] | osc[δ=0.493 θ=0.234 γ=0.273] | em[C2:ρ=0.00/τ=0.19/s=0.72 C4:Q=0.5 W=1 pl=255 C3:pc=0.293 VBB:β=1.00 σ=0.0194 kl=11588.562 C5:lat=1.00 C6:pac=0.01] | cortex[α_eff=0.500 inh=0.000 λ=0.780 kl=-0.158 lm_ema=10.61 cx_ema=3.33] | hpa[load=0.18 cort=0.10 NE×0.93 T×0.90 LR×0.95]
step   380 | loss 6.4883 | lm 5.4306 | ppl 228.3 | gnorm 7.091 | lr 7.92e-05 | 2116 tok/s | Φ 0.905 | λ₁ 0.075 | ign 0.72 | mesoLG 0.46 | troph 8/8 μ1.19 | NT[DA=0.29 NE=0.02 5HT=0.53 ACh=0.22 eCB=0.02 Glu=0.16 GABA=0.04] | osc[δ=0.484 θ=0.245 γ=0.271] | em[C2:ρ=0.00/τ=0.15/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.343 VBB:β=1.00 σ=0.0195 kl=9522.098 C5:lat=1.53 C6:pac=0.00] | cortex[α_eff=0.500 inh=0.000 λ=0.754 kl=-0.176 lm_ema=10.54 cx_ema=3.17] | hpa[load=0.17 cort=0.10 NE×0.93 T×0.90 LR×0.95]
step   400 | loss 6.5723 | lm 5.6988 | ppl 298.5 | gnorm 6.733 | lr 7.90e-05 | 2080 tok/s | Φ 0.904 | λ₁ 0.075 | ign 0.72 | mesoLG 0.46 | troph 8/8 μ1.21 | NT[DA=0.25 NE=0.02 5HT=0.53 ACh=0.22 eCB=0.01 Glu=0.16 GABA=0.04] | osc[δ=0.510 θ=0.231 γ=0.259] | em[C2:ρ=0.00/τ=0.11/s=0.72 C4:Q=0.5 W=1 pl=255 C3:pc=0.416 VBB:β=1.00 σ=0.0195 kl=8308.369 C5:lat=1.37 C6:pac=0.02] | cortex[α_eff=0.500 inh=0.000 λ=0.780 kl=-0.147 lm_ema=10.59 cx_ema=3.59] | hpa[load=0.14 cort=0.10 NE×0.93 T×0.90 LR×0.95]
step   420 | loss 6.1404 | lm 5.3705 | ppl 215.0 | gnorm 6.252 | lr 8.75e-05 | 1768 tok/s | Φ 0.899 | λ₁ 0.075 | ign 0.72 | mesoLG 0.48 | troph 8/8 μ1.24 | NT[DA=0.31 NE=0.03 5HT=0.54 ACh=0.22 eCB=0.01 Glu=0.16 GABA=0.05] | osc[δ=0.522 θ=0.205 γ=0.273] | em[C2:ρ=0.00/τ=0.07/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.509 VBB:β=1.00 σ=0.0196 kl=6815.835 C5:lat=1.00 C6:pac=0.01] | cortex[α_eff=0.501 inh=0.000 λ=0.781 kl=-0.115 lm_ema=10.50 cx_ema=3.31] | hpa[load=0.13 cort=0.11 NE×0.93 T×0.89 LR×0.95]
step   440 | loss 6.1538 | lm 5.4297 | ppl 228.1 | gnorm 6.905 | lr 8.68e-05 | 1758 tok/s | Φ 0.887 | λ₁ 0.075 | ign 0.72 | mesoLG 0.46 | troph 8/8 μ1.28 | NT[DA=0.26 NE=0.03 5HT=0.54 ACh=0.22 eCB=0.02 Glu=0.17 GABA=0.05] | osc[δ=0.507 θ=0.192 γ=0.301] | em[C2:ρ=0.00/τ=0.03/s=0.72 C4:Q=0.5 W=1 pl=255 C3:pc=0.577 VBB:β=1.00 σ=0.0197 kl=7568.731 C5:lat=1.73 C6:pac=0.01] | cortex[α_eff=0.501 inh=0.000 λ=0.760 kl=-0.151 lm_ema=10.47 cx_ema=3.39] | hpa[load=0.12 cort=0.11 NE×0.93 T×0.89 LR×0.95]
step   460 | loss 6.1655 | lm 5.5117 | ppl 247.6 | gnorm 6.228 | lr 9.58e-05 | 1691 tok/s | Φ 0.895 | λ₁ 0.075 | ign 0.67 | mesoLG 0.49 | troph 8/8 μ1.31 | NT[DA=0.27 NE=0.04 5HT=0.54 ACh=0.18 eCB=0.02 Glu=0.18 GABA=0.08] | osc[δ=0.400 θ=0.246 γ=0.354] | em[C2:ρ=0.23/τ=0.01/s=0.67 C4:Q=0.4 W=1 pl=255 C3:pc=0.594 VBB:β=1.00 σ=0.0198 kl=6630.483 C5:lat=1.81 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.873 kl=-0.112 lm_ema=10.44 cx_ema=3.39] | hpa[load=0.11 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   480 | loss 6.2576 | lm 5.5227 | ppl 250.3 | gnorm 8.561 | lr 9.46e-05 | 1689 tok/s | Φ 0.948 | λ₁ 0.075 | ign 0.64 | mesoLG 0.50 | troph 8/8 μ1.34 | NT[DA=0.22 NE=0.06 5HT=0.53 ACh=0.13 eCB=0.02 Glu=0.22 GABA=0.14] | osc[δ=0.473 θ=0.197 γ=0.331] | em[C2:ρ=0.45/τ=0.05/s=0.64 C4:Q=0.5 W=1 pl=255 C3:pc=0.616 VBB:β=1.00 σ=0.0201 kl=9363.959 C5:lat=1.41 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.925 kl=-0.014 lm_ema=10.28 cx_ema=3.23] | hpa[load=0.11 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   500 | loss 6.1103 | lm 5.3880 | ppl 218.8 | gnorm 7.103 | lr 1.04e-04 | 1750 tok/s | Φ 0.887 | λ₁ 0.075 | ign 0.64 | mesoLG 0.51 | troph 8/8 μ1.38 | NT[DA=0.22 NE=0.11 5HT=0.52 ACh=0.13 eCB=0.02 Glu=0.20 GABA=0.18] | osc[δ=0.482 θ=0.205 γ=0.313] | em[C2:ρ=0.45/τ=0.10/s=0.64 C4:Q=-0.5 W=1 pl=255 C3:pc=0.637 VBB:β=1.00 σ=0.0197 kl=5544.542 C5:lat=1.00 C6:pac=0.03] | cortex[α_eff=0.501 inh=0.000 λ=0.873 kl=-0.131 lm_ema=10.14 cx_ema=3.28] | hpa[load=0.12 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   520 | loss 6.2997 | lm 5.7313 | ppl 308.4 | gnorm 5.282 | lr 1.02e-04 | 1537 tok/s | Φ 0.932 | λ₁ 0.075 | ign 0.64 | mesoLG 0.48 | troph 8/8 μ1.41 | NT[DA=0.13 NE=0.04 5HT=0.51 ACh=0.16 eCB=0.02 Glu=0.20 GABA=0.10] | osc[δ=0.512 θ=0.186 γ=0.303] | em[C2:ρ=0.28/τ=0.14/s=0.64 C4:Q=-0.4 W=1 pl=255 C3:pc=0.604 VBB:β=1.00 σ=0.0199 kl=5708.734 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.914 kl=-0.073 lm_ema=10.30 cx_ema=4.02] | hpa[load=0.11 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   540 | loss 5.9762 | lm 5.4157 | ppl 224.9 | gnorm 5.775 | lr 1.13e-04 | 1497 tok/s | Φ 0.897 | λ₁ 0.075 | ign 0.64 | mesoLG 0.47 | troph 8/8 μ1.46 | NT[DA=0.20 NE=0.05 5HT=0.50 ACh=0.23 eCB=0.02 Glu=0.21 GABA=0.05] | osc[δ=0.554 θ=0.226 γ=0.219] | em[C2:ρ=0.00/τ=0.12/s=0.64 C4:Q=-0.4 W=1 pl=255 C3:pc=0.572 VBB:β=1.00 σ=0.0203 kl=4821.396 C5:lat=1.62 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.772 kl=-0.064 lm_ema=10.15 cx_ema=3.67] | hpa[load=0.10 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   560 | loss 5.7653 | lm 5.2096 | ppl 183.0 | gnorm 6.114 | lr 1.10e-04 | 1531 tok/s | Φ 0.869 | λ₁ 0.075 | ign 0.64 | mesoLG 0.51 | troph 8/8 μ1.48 | NT[DA=0.31 NE=0.06 5HT=0.51 ACh=0.24 eCB=0.02 Glu=0.22 GABA=0.05] | osc[δ=0.417 θ=0.306 γ=0.277] | em[C2:ρ=0.00/τ=0.08/s=0.64 C4:Q=-0.4 W=1 pl=255 C3:pc=0.525 VBB:β=1.00 σ=0.0204 kl=4501.791 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.792 kl=-0.038 lm_ema=10.04 cx_ema=3.25] | hpa[load=0.09 cort=0.11 NE×0.93 T×0.89 LR×0.95]
